,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
3089,Second Striker,33,Josip IliÄiÄ,0.41,0.53,0.33,0.08,0.12,0.12,0.0,0.32,0.23,0.43,0.66,3.18,1.02,32.1%,0.1,0.32,19.6,0.16,0.07,0.09,0.1,42.39,56.57,74.9%,826.37,263.52,19.67,23.62,83.3%,14.74,19.22,76.7%,7.17,11.28,63.5%,3.34,3.75,3.91,0.69,7.33,51.96,4.6,1.26,0.45,9.04,3.71,2.93,2.48,0.94,1.06,0.08,38.89,7.41,10.26,46.95,8.23,0.41,0.53,0.41,0.16,1.22,2.57,0.86,5.86,4.15,0.65,0.41,0.2,0.45,0.0,1.3,0.94,0.0,0.2,0.08,0.08,0.0,0.69,0.33,0.2,0.24,0.24,0.2,1.18,17.2%,0.98,11.77,3.14,26.6%,1.3,4.81,5.66,0.94,0.08,0.0,0.45,1.14,0.12,0.12,73.34,0.29,4.93,31.68,42.68,5.95,69.31,2.48,4.48,55.5%,2.61,0.29,60.15,328.36,177.39,10.43,3.3,1.95,2.89,2.85,73.38,59.86,81.6%,11.16,0.0,1.34,4.28,0.33,0.08,0.0,0.0,6.23,0.12,1.3,8.6%,€6.00
3090,Right-Back,21,Josip StaniÅ¡iÄ,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.09,0.09,0.05,0.14,0.87,0.35,40.0%,0.0,0.0,10.6,0.0,0.1,-0.09,-0.09,65.38,75.61,86.5%,1137.4,313.18,29.13,31.21,93.3%,28.09,31.04,90.5%,6.76,10.4,65.0%,0.52,2.77,0.87,0.17,4.68,67.46,8.15,0.52,0.0,10.58,1.39,1.39,0.0,0.0,0.0,0.0,56.01,11.45,8.15,12.49,53.06,1.73,7.63,0.0,0.0,1.39,2.6,1.91,1.91,1.73,0.0,0.0,0.17,0.0,0.0,0.35,0.17,0.0,0.0,0.17,0.0,0.0,2.08,0.87,1.04,0.87,0.17,0.52,2.43,21.4%,1.91,16.65,4.86,29.2%,6.24,6.94,3.47,1.91,0.0,0.0,2.6,4.68,2.08,0.0,85.66,3.12,24.97,47.34,20.12,2.08,77.69,0.52,1.21,42.9%,0.52,0.0,54.45,298.27,141.16,5.55,1.73,0.52,0.87,0.52,59.83,56.88,95.1%,2.08,0.0,1.04,0.17,0.0,0.0,0.0,0.0,11.45,1.39,1.39,50.0%,€3.50
3091,Centre-Back,19,JoÅ¡ko Gvardiol,0.05,0.1,0.05,0.0,0.0,0.1,0.0,0.08,0.08,0.07,0.15,1.04,0.25,23.8%,0.05,0.2,14.6,0.0,0.08,-0.03,-0.03,47.86,60.74,78.8%,945.25,416.4,18.36,21.07,87.1%,22.01,25.46,86.4%,6.76,11.35,59.6%,0.59,4.05,0.59,0.0,4.19,53.88,6.86,1.73,0.2,7.75,1.63,0.35,0.0,0.0,0.0,0.0,39.67,9.18,11.89,35.92,14.65,3.31,5.13,0.35,0.25,1.23,1.92,1.48,1.09,0.89,0.05,0.0,0.05,0.05,0.05,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.62,1.53,1.38,0.99,0.25,0.89,1.73,51.4%,0.84,13.87,5.48,39.5%,6.66,5.92,1.28,1.88,0.39,0.0,2.47,5.08,3.4,0.1,73.47,5.77,29.36,37.89,10.16,1.68,67.01,0.79,1.53,51.6%,0.89,0.1,44.36,219.72,113.59,4.24,1.38,0.15,0.74,0.94,45.15,43.27,95.8%,0.79,0.0,2.02,1.28,0.0,0.0,0.05,0.0,11.55,2.62,1.88,58.2%,€19.00
3092,Centre-Back,29,JosuÃ© Albert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Jun 25, 2021"
3093,Centre-Back,24,JosuÃ© Homawoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Dec 19, 2019"
3094,Defensive Midfield,31,Josuha Guilavogui,0.0,0.05,0.0,0.0,0.0,0.52,0.05,0.04,0.04,0.01,0.05,0.63,0.1,16.7%,0.0,0.0,15.0,0.0,0.07,-0.04,-0.04,40.49,48.41,83.6%,792.7,225.65,13.86,16.57,83.6%,19.39,22.1,87.7%,5.99,8.03,74.7%,0.16,2.66,0.21,0.0,3.23,47.32,1.09,0.83,0.0,5.73,1.2,0.05,0.0,0.0,0.0,0.0,33.87,7.14,7.4,5.42,37.68,3.13,0.05,0.36,0.05,0.57,1.36,1.15,1.2,0.99,0.0,0.05,0.1,0.0,0.05,0.1,0.05,0.0,0.0,0.05,0.0,0.0,2.76,1.77,1.56,0.99,0.21,0.52,1.41,37.0%,0.89,15.43,5.06,32.8%,6.41,7.87,1.15,1.82,0.68,0.05,3.13,5.89,4.22,0.0,60.87,5.84,24.75,31.84,6.2,0.78,59.88,0.42,0.42,100.0%,0.42,0.05,31.63,115.01,54.51,1.3,0.68,0.05,0.47,0.94,34.5,31.95,92.6%,0.47,0.05,2.24,0.52,0.1,0.0,0.0,0.0,14.28,3.23,1.36,70.5%,€5.00
3095,Left Winger,22,Jota,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.14,0.14,0.15,0.31,2.08,1.08,52.2%,0.09,0.17,19.4,0.0,0.07,0.04,0.04,24.55,33.31,73.7%,401.52,91.35,14.08,16.43,85.7%,7.76,10.29,75.4%,2.08,4.42,46.9%,0.81,0.9,0.9,0.27,2.35,31.59,1.72,0.36,0.18,5.6,0.9,2.98,0.63,0.09,0.09,0.0,22.75,5.06,5.51,7.76,22.93,1.08,0.63,0.36,0.09,0.45,1.44,0.72,2.08,1.62,0.0,0.0,0.36,0.09,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.26,0.27,0.27,0.72,0.27,0.36,1.26,28.6%,0.9,12.1,2.8,23.1%,1.9,6.23,3.97,0.72,0.0,0.0,0.81,2.08,0.18,0.09,44.68,0.81,5.69,19.14,24.28,3.16,43.24,2.35,3.7,63.4%,2.35,0.18,34.57,227.03,140.19,6.23,2.44,1.08,2.26,1.17,43.33,33.04,76.3%,4.69,0.0,0.99,1.81,0.09,0.0,0.0,0.0,5.87,0.72,1.17,38.1%,€3.50
3096,Right Winger,30,Jota,0.0,0.09,0.0,0.0,0.0,0.28,0.0,0.06,0.06,0.08,0.15,1.13,0.19,16.7%,0.0,0.0,19.1,0.0,0.05,-0.06,-0.06,24.33,32.69,74.4%,475.08,145.8,11.09,12.68,87.4%,9.11,10.8,84.3%,3.85,7.99,48.2%,1.03,2.25,1.13,0.19,3.1,28.09,4.6,2.25,0.09,6.39,1.79,1.5,1.32,0.56,0.47,0.0,21.51,3.19,7.99,28.65,2.44,0.85,0.19,0.0,0.09,0.75,1.03,0.56,1.88,0.85,0.75,0.19,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,1.03,0.56,0.38,0.38,0.28,0.28,1.79,15.8%,1.5,17.0,3.66,21.5%,3.76,9.3,3.95,0.56,0.0,0.0,1.13,2.16,0.66,0.0,41.15,0.85,7.14,24.71,13.43,0.94,36.83,1.32,3.1,42.4%,1.79,0.19,29.59,163.56,84.27,3.29,1.6,0.09,1.6,1.03,35.14,26.49,75.4%,1.79,0.0,1.03,0.28,0.09,0.0,0.0,0.0,6.39,0.56,1.5,27.3%,€1.50
3097,Centre-Back,22,Joy Mukena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,Central Midfield,30,Jozabed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€700Th. Last update: Jun 24, 2021"
3099,Right-Back,22,Jozo StaniÄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€400Th. Last update: Oct 11, 2021"
3100,Right Winger,22,Juan AgÃ¼ero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Jun 30, 2021"
3101,Central Midfield,36,Juan Aguilera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 24, 2021"
3102,Attacking Midfield,21,Juan Artola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€600Th. Last update: Oct 13, 2021"
3103,Left-Back,28,Juan Bernat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€13.00
3104,Left Winger,22,Juan Berrocal GonzÃ¡lez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€250Th. Last update: Jun 30, 2021"
3105,Centre-Back,22,Juan BrandÃ¡riz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€2.00
3106,Central Midfield,23,Juan Brunet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€50Th. Last update: Jun 30, 2021"
3107,Attacking Midfield,24,Juan Brunetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€3.00
3108,Attacking Midfield,30,Juan Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00
3109,Left-Back,29,Juan Cruz Armada,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.01,0.01,0.02,0.03,0.1,0.0,0.0%,0.0,,17.7,0.0,0.1,-0.01,-0.01,28.28,39.46,71.7%,543.79,279.41,11.18,13.25,84.4%,13.46,17.3,77.8%,3.44,7.29,47.2%,0.51,2.43,0.51,0.3,2.63,30.46,9.01,0.2,0.0,4.6,0.4,1.52,0.0,0.0,0.0,0.0,20.39,6.37,12.7,23.42,3.34,3.09,8.8,0.1,0.1,0.35,1.16,1.72,0.91,0.76,0.15,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.32,0.51,0.66,0.56,0.1,0.76,1.26,60.0%,0.51,9.76,2.48,25.4%,4.55,3.84,1.37,2.02,0.3,0.05,0.76,2.07,2.78,0.0,47.61,3.69,17.5,24.69,8.2,0.15,38.65,0.51,0.71,71.4%,0.56,0.0,23.27,117.88,54.18,1.77,0.76,0.0,0.46,0.4,25.7,23.27,90.6%,0.56,0.0,0.76,0.15,0.05,0.0,0.05,0.0,7.79,1.21,1.21,50.0%,€2.20
3110,Right-Back,33,Juan Cuadrado,0.16,0.25,0.13,0.03,0.03,0.41,0.03,0.07,0.05,0.28,0.32,0.79,0.38,48.0%,0.16,0.33,18.4,0.03,0.06,0.09,0.08,61.36,73.64,83.3%,1250.73,363.45,22.18,24.91,89.1%,29.02,31.9,91.0%,9.87,15.66,63.0%,2.59,3.07,1.93,0.82,5.92,63.86,9.78,2.12,0.06,6.42,3.73,4.24,2.63,0.76,1.2,0.28,50.22,10.73,12.69,8.1,58.64,1.17,5.03,0.38,0.19,0.66,1.8,1.01,4.59,2.94,0.89,0.32,0.0,0.38,0.06,0.54,0.25,0.13,0.06,0.0,0.09,0.0,1.77,1.04,1.11,0.54,0.13,0.6,1.52,39.6%,0.92,10.7,3.1,29.0%,5.16,3.73,1.8,1.08,0.06,0.0,1.36,3.13,1.11,0.03,84.02,2.25,19.05,39.91,31.01,3.04,75.13,1.9,2.91,65.2%,1.96,0.09,60.19,292.82,188.26,9.34,2.34,1.42,1.3,1.27,66.96,61.46,91.8%,4.02,0.0,1.3,2.56,0.06,0.06,0.0,0.0,7.66,0.54,0.57,48.6%,€16.00
3111,Right Winger,26,Juan Ferney Otero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€3.50
3112,Goalkeeper,23,Juan Flere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021"
3113,Centre-Back,23,Juan Foyth,0.0,0.0,0.0,0.0,0.0,0.32,0.03,0.01,0.01,0.04,0.04,0.12,0.0,0.0%,0.0,,12.7,0.0,0.07,-0.01,-0.01,46.06,53.67,85.8%,862.02,303.77,18.57,20.52,90.5%,21.82,24.64,88.6%,5.35,7.29,73.3%,0.44,3.2,0.76,0.06,3.95,45.54,8.14,1.19,0.12,8.22,0.9,0.32,0.0,0.0,0.0,0.0,37.17,8.95,7.56,3.92,39.17,2.09,6.95,0.26,0.12,0.61,1.34,1.74,1.13,0.96,0.03,0.06,0.0,0.06,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,3.78,2.24,2.18,1.25,0.35,1.37,2.79,49.0%,1.42,16.36,5.26,32.1%,7.76,6.89,1.71,2.18,0.44,0.03,1.86,5.64,2.7,0.06,65.21,3.81,22.67,37.87,10.08,0.58,57.42,1.48,1.95,76.1%,1.54,0.03,39.67,228.59,133.04,4.56,1.63,0.03,0.64,0.9,39.78,37.72,94.8%,0.7,0.03,1.51,1.22,0.0,0.0,0.06,0.0,8.31,2.3,1.19,65.8%,€15.00
3114,Right Winger,27,Juan HernÃ¡ndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€400Th. Last update: Jun 24, 2021"
3115,Centre-Forward,24,Juan Ignacio RamÃ­rez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€2.50
3116,Centre-Back,30,Juan Jesus,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.02,0.02,0.04,0.05,0.37,0.12,33.3%,0.0,0.0,9.1,0.0,0.05,-0.02,-0.02,61.12,68.8,88.8%,1082.36,400.17,28.39,29.75,95.4%,25.04,27.77,90.2%,6.57,9.79,67.1%,0.12,2.23,0.37,0.0,2.36,64.09,4.71,1.86,0.0,7.19,0.62,0.12,0.0,0.0,0.0,0.0,54.67,5.58,8.55,57.64,6.07,0.74,2.73,0.12,0.12,0.37,1.12,1.74,1.36,1.24,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,1.86,1.24,1.12,0.12,0.5,1.12,44.4%,0.62,11.9,4.71,39.6%,5.7,4.96,1.24,2.85,1.12,0.0,1.24,3.72,2.73,0.0,78.84,7.07,36.45,43.39,4.59,0.74,74.13,0.37,0.5,75.0%,0.37,0.0,50.7,275.95,147.15,2.48,0.62,0.0,0.25,0.25,54.55,53.31,97.7%,0.25,0.0,1.98,0.25,0.0,0.0,0.0,0.0,9.79,2.36,1.74,57.6%,€2.00
3117,Left-Back,25,Juan Manuel Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Sep 10, 2021"
3118,Central Midfield,23,Juan Manuel Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€225Th. Last update: May 24, 2021"
3119,Attacking Midfield,33,Juan Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€4.00
3120,Left-Back,21,Juan Miranda,0.04,0.08,0.04,0.0,0.0,0.24,0.0,0.03,0.03,0.06,0.09,0.51,0.12,23.1%,0.08,0.33,24.4,0.08,0.06,0.01,0.01,38.5,50.95,75.6%,651.34,281.23,19.64,21.78,90.2%,14.43,18.97,76.0%,3.6,8.22,43.8%,0.67,2.81,0.91,0.4,3.2,40.47,10.47,1.07,0.0,4.19,0.95,3.08,0.08,0.04,0.04,0.0,27.98,10.91,12.06,36.8,1.78,2.06,9.33,0.16,0.24,0.75,1.78,2.29,1.3,1.03,0.2,0.0,0.04,0.04,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.78,0.87,0.91,0.75,0.12,0.63,1.78,35.6%,1.15,13.44,4.03,30.0%,5.97,4.9,2.57,2.53,0.24,0.0,1.34,3.12,3.72,0.0,62.53,2.92,16.96,30.91,16.68,1.3,52.21,0.24,0.55,42.9%,0.28,0.04,31.86,115.97,66.32,3.6,1.07,0.12,0.51,0.47,39.72,35.02,88.2%,1.66,0.0,1.3,1.15,0.04,0.0,0.0,0.0,6.6,1.78,1.82,49.5%,€7.00
3121,Goalkeeper,27,Juan Musso,,,,,0.27,,,,,,,,,,,,,,,,,,21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€20.00
3122,Left Winger,21,Juan PeÃ±aloza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021"
3123,Goalkeeper,25,Juan PÃ©rez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€600Th. Last update: Jun 10, 2021"
3124,Central Midfield,21,Juan Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50
3125,Left-Back,31,Juan SÃ¡nchez MiÃ±o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.80
3126,Goalkeeper,24,Juan Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00
3127,Centre-Forward,33,Juan Villar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Jun 24, 2021"
3128,Right-Back,36,Juanfran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,Right-Back,33,Juanfran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00
3130,Attacking Midfield,41,Juanjo Camacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,Goalkeeper,24,Juanjo Garrancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021"
3132,Centre-Forward,26,Juanjo NarvÃ¡ez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50
3133,Left-Back,31,Juankar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€700Th. Last update: Nov 1, 2021"
3134,Right Winger,18,Juanlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€400Th. Last update: Jun 30, 2021"
3135,Right Winger,28,Juanmi,0.8,0.06,0.8,0.0,0.0,0.25,0.0,0.55,0.55,0.05,0.6,2.4,1.36,56.4%,0.33,0.59,12.0,0.0,0.23,0.25,0.25,15.95,20.21,79.0%,242.83,45.34,9.12,10.66,85.5%,4.62,5.48,84.3%,1.36,2.22,61.1%,0.8,0.62,0.18,0.0,0.92,19.4,0.8,0.06,0.0,4.44,0.37,0.18,0.0,0.0,0.0,0.0,13.86,3.82,2.53,2.96,14.66,1.05,0.43,0.37,0.0,0.31,0.86,0.68,2.16,1.48,0.0,0.25,0.12,0.18,0.12,0.25,0.12,0.0,0.06,0.0,0.06,0.0,1.85,1.11,0.31,0.92,0.62,0.8,2.53,31.7%,1.72,19.71,5.79,29.4%,3.76,9.61,6.35,0.74,0.06,0.0,0.62,2.46,0.18,0.06,30.55,0.62,3.88,14.41,13.8,4.56,29.82,1.11,1.91,58.1%,1.11,0.12,20.27,99.86,48.73,2.59,0.74,0.37,1.36,1.42,34.74,20.57,59.2%,5.05,0.0,2.28,0.86,0.99,0.06,0.0,0.0,4.93,1.05,1.85,36.2%,€3.00
